Event Time;State
20000.0;Busy 1 Job(s)
20000.0;Busy 2 Job(s)
20111.3;Busy 1 Job(s)
20111.3;Busy 2 Job(s)
20182.66;Busy 1 Job(s)
20182.66;Busy 2 Job(s)
20266.53;Busy 1 Job(s)
20266.53;Busy 2 Job(s)
20365.32;Busy 1 Job(s)
20365.32;Busy 2 Job(s)
20377.829999999998;Busy 1 Job(s)
20377.829999999998;Busy 2 Job(s)
20453.76;Busy 1 Job(s)
20453.76;Busy 2 Job(s)
20563.859999999997;Busy 1 Job(s)
20563.859999999997;Busy 2 Job(s)
20608.989999999998;Busy 1 Job(s)
20608.989999999998;Busy 2 Job(s)
20652.299999999996;Busy 1 Job(s)
20652.299999999996;Busy 2 Job(s)
20795.019999999997;Busy 1 Job(s)
20795.019999999997;Busy 2 Job(s)
20838.329999999994;Busy 1 Job(s)
20838.329999999994;Busy 2 Job(s)
20883.459999999995;Busy 1 Job(s)
20883.459999999995;Busy 2 Job(s)
20949.629999999994;Busy 1 Job(s)
20949.629999999994;Busy 2 Job(s)
20994.759999999995;Busy 1 Job(s)
20994.759999999995;Busy 2 Job(s)
21104.859999999993;Busy 1 Job(s)
21104.859999999993;Busy 2 Job(s)
21177.419999999995;Busy 1 Job(s)
21177.419999999995;Busy 2 Job(s)
21287.519999999993;Busy 1 Job(s)
21287.519999999993;Busy 2 Job(s)
21360.079999999994;Busy 1 Job(s)
21360.079999999994;Busy 2 Job(s)
21398.819999999992;Busy 1 Job(s)
21398.819999999992;Busy 2 Job(s)
21471.379999999994;Busy 1 Job(s)
21471.379999999994;Busy 2 Job(s)
21559.819999999992;Busy 1 Job(s)
21559.819999999992;Busy 2 Job(s)
21581.479999999992;Busy 1 Job(s)
21581.479999999992;Busy 2 Job(s)
21742.479999999992;Busy 1 Job(s)
21742.479999999992;Busy 2 Job(s)
21767.50999999999;Busy 1 Job(s)
21767.50999999999;Busy 2 Job(s)
21897.709999999992;Busy 1 Job(s)
21897.709999999992;Busy 2 Job(s)
21950.16999999999;Busy 1 Job(s)
21950.16999999999;Busy 2 Job(s)
22061.46999999999;Busy 1 Job(s)
22061.46999999999;Busy 2 Job(s)
22080.36999999999;Busy 1 Job(s)
22080.36999999999;Busy 2 Job(s)
22247.49999999999;Busy 1 Job(s)
22247.49999999999;Busy 2 Job(s)
22263.02999999999;Busy 1 Job(s)
22263.02999999999;Busy 2 Job(s)
22402.72999999999;Busy 1 Job(s)
22402.72999999999;Busy 2 Job(s)
22445.68999999999;Busy 1 Job(s)
22445.68999999999;Busy 2 Job(s)
22588.759999999987;Busy 1 Job(s)
22588.759999999987;Busy 2 Job(s)
22600.91999999999;Busy 1 Job(s)
22600.91999999999;Busy 2 Job(s)
22774.789999999986;Busy 1 Job(s)
22774.789999999986;Busy 2 Job(s)
22783.57999999999;Busy 1 Job(s)
22783.57999999999;Busy 2 Job(s)
22957.449999999986;Busy 1 Job(s)
22957.449999999986;Busy 2 Job(s)
22966.23999999999;Busy 1 Job(s)
22966.23999999999;Busy 2 Job(s)
23068.749999999985;Busy 1 Job(s)
23068.749999999985;Busy 2 Job(s)
23077.53999999999;Busy 1 Job(s)
23077.53999999999;Busy 2 Job(s)
23180.049999999985;Busy 1 Job(s)
23180.049999999985;Busy 2 Job(s)
23224.649999999983;Busy 1 Job(s)
23224.649999999983;Busy 2 Job(s)
23263.56999999999;Busy 1 Job(s)
23263.56999999999;Busy 2 Job(s)
23352.009999999987;Busy 1 Job(s)
23352.009999999987;Busy 2 Job(s)
23407.309999999983;Busy 1 Job(s)
23407.309999999983;Busy 2 Job(s)
23463.309999999987;Busy 1 Job(s)
23463.309999999987;Busy 2 Job(s)
23574.609999999986;Busy 1 Job(s)
23574.609999999986;Busy 2 Job(s)
23593.339999999982;Busy 1 Job(s)
23593.339999999982;Busy 2 Job(s)
23760.639999999985;Busy 1 Job(s)
23760.639999999985;Busy 2 Job(s)
23775.99999999998;Busy 1 Job(s)
23775.99999999998;Busy 2 Job(s)
23887.29999999998;Busy 1 Job(s)
23887.29999999998;Busy 2 Job(s)
23943.299999999985;Busy 1 Job(s)
23943.299999999985;Busy 2 Job(s)
23970.779999999984;Busy 1 Job(s)
23970.779999999984;Busy 2 Job(s)
24042.52999999998;Busy 1 Job(s)
24042.52999999998;Busy 2 Job(s)
24156.809999999983;Busy 1 Job(s)
24156.809999999983;Busy 2 Job(s)
24228.55999999998;Busy 1 Job(s)
24228.55999999998;Busy 2 Job(s)
24339.469999999983;Busy 1 Job(s)
24339.469999999983;Busy 2 Job(s)
24411.21999999998;Busy 1 Job(s)
24411.21999999998;Busy 2 Job(s)
24427.90999999998;Busy 1 Job(s)
24427.90999999998;Busy 2 Job(s)
24539.20999999998;Busy 1 Job(s)
24539.20999999998;Busy 2 Job(s)
24566.44999999998;Busy 1 Job(s)
24566.44999999998;Busy 2 Job(s)
24677.749999999978;Busy 1 Job(s)
24677.749999999978;Busy 2 Job(s)
24721.86999999998;Busy 1 Job(s)
24721.86999999998;Busy 2 Job(s)
24863.779999999977;Busy 1 Job(s)
24863.779999999977;Busy 2 Job(s)
24904.52999999998;Busy 1 Job(s)
24904.52999999998;Busy 2 Job(s)
24912.59999999998;Busy 1 Job(s)
24912.59999999998;Busy 2 Job(s)
24952.219999999976;Busy 1 Job(s)
24952.219999999976;Busy 2 Job(s)
25095.25999999998;Busy 1 Job(s)
25095.25999999998;Busy 2 Job(s)
25134.879999999976;Busy 1 Job(s)
25134.879999999976;Busy 2 Job(s)
25139.85999999998;Busy 1 Job(s)
25139.85999999998;Busy 2 Job(s)
25223.319999999974;Busy 1 Job(s)
25223.319999999974;Busy 2 Job(s)
25251.159999999978;Busy 1 Job(s)
25251.159999999978;Busy 2 Job(s)
25409.349999999973;Busy 1 Job(s)
25409.349999999973;Busy 2 Job(s)
25433.819999999978;Busy 1 Job(s)
