Event Time;State
20000.0;Busy 1 Job(s)
20000.0;Busy 2 Job(s)
20186.03;Busy 1 Job(s)
20186.03;Busy 2 Job(s)
20186.03;Busy 1 Job(s)
20186.03;Busy 2 Job(s)
20393.76;Busy 1 Job(s)
20393.76;Busy 2 Job(s)
20397.129999999997;Busy 1 Job(s)
20397.129999999997;Busy 2 Job(s)
20461.889999999996;Busy 1 Job(s)
20461.889999999996;Busy 2 Job(s)
20616.249999999996;Busy 1 Job(s)
20616.249999999996;Busy 2 Job(s)
20644.549999999996;Busy 1 Job(s)
20644.549999999996;Busy 2 Job(s)
20747.709999999995;Busy 1 Job(s)
20747.709999999995;Busy 2 Job(s)
20824.849999999995;Busy 1 Job(s)
20824.849999999995;Busy 2 Job(s)
20969.069999999996;Busy 1 Job(s)
20969.069999999996;Busy 2 Job(s)
21010.879999999994;Busy 1 Job(s)
21010.879999999994;Busy 2 Job(s)
21173.739999999994;Busy 1 Job(s)
21173.739999999994;Busy 2 Job(s)
21225.039999999994;Busy 1 Job(s)
21225.039999999994;Busy 2 Job(s)
21376.199999999993;Busy 1 Job(s)
21376.199999999993;Busy 2 Job(s)
21456.659999999993;Busy 1 Job(s)
21456.659999999993;Busy 2 Job(s)
21487.499999999993;Busy 1 Job(s)
21487.499999999993;Busy 2 Job(s)
21652.539999999994;Busy 1 Job(s)
21652.539999999994;Busy 2 Job(s)
21698.59999999999;Busy 1 Job(s)
21698.59999999999;Busy 2 Job(s)
21817.709999999992;Busy 1 Job(s)
21817.709999999992;Busy 2 Job(s)
21853.12999999999;Busy 1 Job(s)
21853.12999999999;Busy 2 Job(s)
21938.60999999999;Busy 1 Job(s)
21938.60999999999;Busy 2 Job(s)
22039.85999999999;Busy 1 Job(s)
22039.85999999999;Busy 2 Job(s)
22040.26999999999;Busy 1 Job(s)
22040.26999999999;Busy 2 Job(s)
22151.15999999999;Busy 1 Job(s)
22151.15999999999;Busy 2 Job(s)
22277.65999999999;Busy 1 Job(s)
22277.65999999999;Busy 2 Job(s)
22333.81999999999;Busy 1 Job(s)
22333.81999999999;Busy 2 Job(s)
22488.349999999988;Busy 1 Job(s)
22488.349999999988;Busy 2 Job(s)
22509.619999999988;Busy 1 Job(s)
22509.619999999988;Busy 2 Job(s)
22653.259999999987;Busy 1 Job(s)
22653.259999999987;Busy 2 Job(s)
22699.06999999999;Busy 1 Job(s)
22699.06999999999;Busy 2 Job(s)
22835.919999999987;Busy 1 Job(s)
22835.919999999987;Busy 2 Job(s)
22922.04999999999;Busy 1 Job(s)
22922.04999999999;Busy 2 Job(s)
23018.579999999987;Busy 1 Job(s)
23018.579999999987;Busy 2 Job(s)
23148.399999999987;Busy 1 Job(s)
23148.399999999987;Busy 2 Job(s)
23156.469999999987;Busy 1 Job(s)
23156.469999999987;Busy 2 Job(s)
23213.669999999984;Busy 1 Job(s)
23213.669999999984;Busy 2 Job(s)
23350.039999999983;Busy 1 Job(s)
23350.039999999983;Busy 2 Job(s)
23358.739999999987;Busy 1 Job(s)
23358.739999999987;Busy 2 Job(s)
23481.49999999998;Busy 1 Job(s)
23481.49999999998;Busy 2 Job(s)
23483.259999999987;Busy 1 Job(s)
23483.259999999987;Busy 2 Job(s)
23606.019999999982;Busy 1 Job(s)
23606.019999999982;Busy 2 Job(s)
23682.509999999987;Busy 1 Job(s)
23682.509999999987;Busy 2 Job(s)
23755.609999999982;Busy 1 Job(s)
23755.609999999982;Busy 2 Job(s)
23793.809999999987;Busy 1 Job(s)
23793.809999999987;Busy 2 Job(s)
23948.339999999986;Busy 1 Job(s)
23948.339999999986;Busy 2 Job(s)
24024.649999999983;Busy 1 Job(s)
24024.649999999983;Busy 2 Job(s)
24059.639999999985;Busy 1 Job(s)
24059.639999999985;Busy 2 Job(s)
24217.469999999983;Busy 1 Job(s)
24217.469999999983;Busy 2 Job(s)
24277.169999999984;Busy 1 Job(s)
24277.169999999984;Busy 2 Job(s)
24453.63999999998;Busy 1 Job(s)
24453.63999999998;Busy 2 Job(s)
24459.829999999984;Busy 1 Job(s)
24459.829999999984;Busy 2 Job(s)
24656.45999999998;Busy 1 Job(s)
24656.45999999998;Busy 2 Job(s)
24667.559999999983;Busy 1 Job(s)
24667.559999999983;Busy 2 Job(s)
24842.949999999983;Busy 1 Job(s)
24842.949999999983;Busy 2 Job(s)
24859.27999999998;Busy 1 Job(s)
24859.27999999998;Busy 2 Job(s)
24985.74999999998;Busy 1 Job(s)
24985.74999999998;Busy 2 Job(s)
25069.29999999998;Busy 1 Job(s)
25069.29999999998;Busy 2 Job(s)
25168.40999999998;Busy 1 Job(s)
25168.40999999998;Busy 2 Job(s)
25279.70999999998;Busy 1 Job(s)
25279.70999999998;Busy 2 Job(s)
25297.18999999998;Busy 1 Job(s)
25297.18999999998;Busy 2 Job(s)
25410.36999999998;Busy 1 Job(s)
25410.36999999998;Busy 2 Job(s)
25497.23999999998;Busy 1 Job(s)
25497.23999999998;Busy 2 Job(s)
25634.68999999998;Busy 1 Job(s)
25634.68999999998;Busy 2 Job(s)
25683.26999999998;Busy 1 Job(s)
25683.26999999998;Busy 2 Job(s)
25839.35999999998;Busy 1 Job(s)
25839.35999999998;Busy 2 Job(s)
25866.83999999998;Busy 1 Job(s)
25866.83999999998;Busy 2 Job(s)
25925.80999999998;Busy 1 Job(s)
25925.80999999998;Busy 2 Job(s)
26058.299999999977;Busy 1 Job(s)
26058.299999999977;Busy 2 Job(s)
26157.069999999978;Busy 1 Job(s)
26157.069999999978;Busy 2 Job(s)
26244.329999999976;Busy 1 Job(s)
26244.329999999976;Busy 2 Job(s)
26389.869999999977;Busy 1 Job(s)
26389.869999999977;Busy 2 Job(s)
26426.989999999976;Busy 1 Job(s)
26426.989999999976;Busy 2 Job(s)
26584.719999999976;Busy 1 Job(s)
26584.719999999976;Busy 2 Job(s)
